event_id,session_id,step_name,event_timestamp,revenue_impact,user_id,traffic_source,campaign,session_start,region,device_type,browser
2f44c25c,d690f76c-525,2. Add to Cart,2026-03-14 06:45:11,0.0,c7e1d9a6,Facebook-Ads,Retargeting-Promo,2026-03-14 06:42:26,US-West,Desktop,Chrome
f1d2fed8,d690f76c-525,3. Enter Shipping,2026-03-14 06:45:48,0.0,c7e1d9a6,Facebook-Ads,Retargeting-Promo,2026-03-14 06:42:26,US-West,Desktop,Chrome
e63f8719,f79a72c3-c27,1. View Item,2026-03-11 11:36:25,0.0,ef20a7c5,Organic,None,2026-03-11 11:35:23,US-East,Desktop,Edge
f2f4cd4e,f79a72c3-c27,2. Add to Cart,2026-03-11 11:38:04,0.0,ef20a7c5,Organic,None,2026-03-11 11:35:23,US-East,Desktop,Edge
af0eea16,f79a72c3-c27,3. Enter Shipping,2026-03-11 11:39:45,0.0,ef20a7c5,Organic,None,2026-03-11 11:35:23,US-East,Desktop,Edge
08d5bdf8,f79a72c3-c27,4. Enter Payment,2026-03-11 11:40:47,0.0,ef20a7c5,Organic,None,2026-03-11 11:35:23,US-East,Desktop,Edge
c369b6d4,f79a72c3-c27,5. Purchase Complete,2026-03-11 11:42:36,52.43,ef20a7c5,Organic,None,2026-03-11 11:35:23,US-East,Desktop,Edge
55801762,b8a260f0-ca9,1. View Item,2026-03-07 13:02:07,0.0,d648224c,Facebook-Ads,Retargeting-Promo,2026-03-07 13:01:46,US-West,Desktop,Edge
4dd18785,b8a260f0-ca9,2. Add to Cart,2026-03-07 13:04:06,0.0,d648224c,Facebook-Ads,Retargeting-Promo,2026-03-07 13:01:46,US-West,Desktop,Edge
9f179025,b8a260f0-ca9,3. Enter Shipping,2026-03-07 13:05:37,0.0,d648224c,Facebook-Ads,Retargeting-Promo,2026-03-07 13:01:46,US-West,Desktop,Edge
664c8111,518f76d5-0cf,1. View Item,2026-03-25 16:28:18,0.0,ed91d8eb,Organic,Spring-Sale,2026-03-25 16:26:54,US-East,Desktop,Edge
b03e45e1,fa421ea5-cda,1. View Item,2026-03-19 05:27:17,0.0,0283263d,Organic,Retargeting-Promo,2026-03-19 05:25:39,US-East,Tablet,Chrome
a31c14ef,fa421ea5-cda,2. Add to Cart,2026-03-19 05:28:09,0.0,0283263d,Organic,Retargeting-Promo,2026-03-19 05:25:39,US-East,Tablet,Chrome
47e0cfe3,fa421ea5-cda,3. Enter Shipping,2026-03-19 05:28:53,0.0,0283263d,Organic,Retargeting-Promo,2026-03-19 05:25:39,US-East,Tablet,Chrome
7dea738e,2e32ca2a-2c8,1. View Item,2026-03-17 03:15:02,0.0,4f3e3ffa,Direct,None,2026-03-17 03:13:04,US-East,Desktop,Chrome
fa8b5262,2e32ca2a-2c8,2. Add to Cart,2026-03-17 03:15:32,0.0,4f3e3ffa,Direct,None,2026-03-17 03:13:04,US-East,Desktop,Chrome
91d619ff,2e32ca2a-2c8,3. Enter Shipping,2026-03-17 03:16:13,0.0,4f3e3ffa,Direct,None,2026-03-17 03:13:04,US-East,Desktop,Chrome
48c1fe52,b7c89e6c-ac7,1. View Item,2026-03-29 06:30:07,0.0,e22576b6,Organic,Spring-Sale,2026-03-29 06:29:38,US-West,Mobile,Safari
32e3b709,b7c89e6c-ac7,2. Add to Cart,2026-03-29 06:31:07,0.0,e22576b6,Organic,Spring-Sale,2026-03-29 06:29:38,US-West,Mobile,Safari
4094eaae,a67fb4f8-dcf,1. View Item,2026-03-30 10:57:09,0.0,da27ab8d,Organic,Spring-Sale,2026-03-30 10:55:20,EU-West,Desktop,Chrome
9768bd76,a67fb4f8-dcf,2. Add to Cart,2026-03-30 10:58:20,0.0,da27ab8d,Organic,Spring-Sale,2026-03-30 10:55:20,EU-West,Desktop,Chrome
c48966f3,a67fb4f8-dcf,3. Enter Shipping,2026-03-30 10:59:44,0.0,da27ab8d,Organic,Spring-Sale,2026-03-30 10:55:20,EU-West,Desktop,Chrome
0d251662,8010fbec-7cd,1. View Item,2026-03-28 08:07:20,0.0,b6a71923,Organic,None,2026-03-28 08:07:00,US-East,Tablet,Chrome
332065b1,8010fbec-7cd,2. Add to Cart,2026-03-28 08:08:29,0.0,b6a71923,Organic,None,2026-03-28 08:07:00,US-East,Tablet,Chrome
4948ce09,8010fbec-7cd,3. Enter Shipping,2026-03-28 08:09:14,0.0,b6a71923,Organic,None,2026-03-28 08:07:00,US-East,Tablet,Chrome
e2d31388,8010fbec-7cd,4. Enter Payment,2026-03-28 08:10:32,0.0,b6a71923,Organic,None,2026-03-28 08:07:00,US-East,Tablet,Chrome
054cc18d,8010fbec-7cd,5. Purchase Complete,2026-03-28 08:11:22,81.73,b6a71923,Organic,None,2026-03-28 08:07:00,US-East,Tablet,Chrome
44f2efcc,1756a841-67d,1. View Item,2026-03-10 13:00:02,0.0,2558ce00,Organic,BFCM-2026,2026-03-10 12:58:33,US-West,Mobile,Safari
7227f24c,1756a841-67d,2. Add to Cart,2026-03-10 13:01:29,0.0,2558ce00,Organic,BFCM-2026,2026-03-10 12:58:33,US-West,Mobile,Safari
cca3e465,2df31b4f-7a8,1. View Item,2026-03-11 05:55:53,0.0,270e8b72,Facebook-Ads,Retargeting-Promo,2026-03-11 05:55:29,US-West,Mobile,Safari
e57c4fa1,2df31b4f-7a8,2. Add to Cart,2026-03-11 05:57:13,0.0,270e8b72,Facebook-Ads,Retargeting-Promo,2026-03-11 05:55:29,US-West,Mobile,Safari
e3882c0a,a3c21de6-3f6,1. View Item,2026-03-09 17:54:19,0.0,255fe25d,Direct,None,2026-03-09 17:53:31,US-East,Mobile,Chrome
b7077e61,22747653-c14,1. View Item,2026-03-27 00:48:06,0.0,d01f116a,Google-Ads,Spring-Sale,2026-03-27 00:47:47,US-West,Desktop,Firefox
7c02c6ea,22747653-c14,2. Add to Cart,2026-03-27 00:48:47,0.0,d01f116a,Google-Ads,Spring-Sale,2026-03-27 00:47:47,US-West,Desktop,Firefox
21db95f6,fd14182d-dd0,1. View Item,2026-03-06 02:03:54,0.0,08ce8c8d,Google-Ads,BFCM-2026,2026-03-06 02:03:22,US-East,Tablet,Chrome
4a74315f,fd14182d-dd0,2. Add to Cart,2026-03-06 02:05:16,0.0,08ce8c8d,Google-Ads,BFCM-2026,2026-03-06 02:03:22,US-East,Tablet,Chrome
5f5776f8,fd14182d-dd0,3. Enter Shipping,2026-03-06 02:06:19,0.0,08ce8c8d,Google-Ads,BFCM-2026,2026-03-06 02:03:22,US-East,Tablet,Chrome
63795f75,fd14182d-dd0,4. Enter Payment,2026-03-06 02:06:46,0.0,08ce8c8d,Google-Ads,BFCM-2026,2026-03-06 02:03:22,US-East,Tablet,Chrome
4cdd0518,cd7151f7-1f6,1. View Item,2026-03-30 08:08:47,0.0,f51462a6,Google-Ads,None,2026-03-30 08:07:31,US-East,Mobile,Chrome
8bec9a7e,cd7151f7-1f6,2. Add to Cart,2026-03-30 08:10:14,0.0,f51462a6,Google-Ads,None,2026-03-30 08:07:31,US-East,Mobile,Chrome
917b118c,cd7151f7-1f6,3. Enter Shipping,2026-03-30 08:11:36,0.0,f51462a6,Google-Ads,None,2026-03-30 08:07:31,US-East,Mobile,Chrome
faa421cd,cd7151f7-1f6,4. Enter Payment,2026-03-30 08:13:20,0.0,f51462a6,Google-Ads,None,2026-03-30 08:07:31,US-East,Mobile,Chrome
f78a86fa,cd7151f7-1f6,5. Purchase Complete,2026-03-30 08:14:52,81.66,f51462a6,Google-Ads,None,2026-03-30 08:07:31,US-East,Mobile,Chrome
99e94b00,2e3cf3c8-0b8,1. View Item,2026-03-24 22:48:21,0.0,b319779c,Organic,Spring-Sale,2026-03-24 22:48:05,APAC-East,Mobile,Chrome
396c6d9f,e9cdd19a-d1f,1. View Item,2026-03-18 04:18:46,0.0,d6113456,Organic,None,2026-03-18 04:17:00,APAC-East,Mobile,Safari
a3ad95a0,e9cdd19a-d1f,2. Add to Cart,2026-03-18 04:19:56,0.0,d6113456,Organic,None,2026-03-18 04:17:00,APAC-East,Mobile,Safari
fdebf765,e9cdd19a-d1f,3. Enter Shipping,2026-03-18 04:20:33,0.0,d6113456,Organic,None,2026-03-18 04:17:00,APAC-East,Mobile,Safari
7b8d3230,e9cdd19a-d1f,4. Enter Payment,2026-03-18 04:21:58,0.0,d6113456,Organic,None,2026-03-18 04:17:00,APAC-East,Mobile,Safari
e0aaa67d,e9cdd19a-d1f,5. Purchase Complete,2026-03-18 04:22:51,89.54,d6113456,Organic,None,2026-03-18 04:17:00,APAC-East,Mobile,Safari
b58ea672,03ba7567-26f,1. View Item,2026-03-28 01:11:17,0.0,a7fa4327,Organic,None,2026-03-28 01:09:25,EU-West,Desktop,Firefox
d39c2be6,03ba7567-26f,2. Add to Cart,2026-03-28 01:11:35,0.0,a7fa4327,Organic,None,2026-03-28 01:09:25,EU-West,Desktop,Firefox
9a9a59ab,03ba7567-26f,3. Enter Shipping,2026-03-28 01:12:30,0.0,a7fa4327,Organic,None,2026-03-28 01:09:25,EU-West,Desktop,Firefox
8b3307eb,03ba7567-26f,4. Enter Payment,2026-03-28 01:14:23,0.0,a7fa4327,Organic,None,2026-03-28 01:09:25,EU-West,Desktop,Firefox
e5fb7b00,03ba7567-26f,5. Purchase Complete,2026-03-28 01:15:30,63.38,a7fa4327,Organic,None,2026-03-28 01:09:25,EU-West,Desktop,Firefox
00933f1a,be5f3b99-748,1. View Item,2026-03-01 16:05:11,0.0,e7a55ed6,Google-Ads,None,2026-03-01 16:04:46,US-East,Mobile,Chrome
3fbb4574,9d9fafa7-b28,1. View Item,2026-03-25 13:07:30,0.0,e03ab7dd,Google-Ads,BFCM-2026,2026-03-25 13:07:10,US-East,Desktop,Chrome
03f90bdb,9d9fafa7-b28,2. Add to Cart,2026-03-25 13:09:16,0.0,e03ab7dd,Google-Ads,BFCM-2026,2026-03-25 13:07:10,US-East,Desktop,Chrome
b1d7a6b8,6e20eb2d-d8d,1. View Item,2026-03-10 09:08:52,0.0,ef534c0f,Direct,Spring-Sale,2026-03-10 09:08:27,US-West,Mobile,Safari
a6fd3092,6e20eb2d-d8d,2. Add to Cart,2026-03-10 09:09:47,0.0,ef534c0f,Direct,Spring-Sale,2026-03-10 09:08:27,US-West,Mobile,Safari
a5b0b7da,f2bf70da-09d,1. View Item,2026-03-07 12:03:48,0.0,70c384e9,Facebook-Ads,Retargeting-Promo,2026-03-07 12:02:18,US-West,Desktop,Firefox
8d134295,f2bf70da-09d,2. Add to Cart,2026-03-07 12:04:15,0.0,70c384e9,Facebook-Ads,Retargeting-Promo,2026-03-07 12:02:18,US-West,Desktop,Firefox
8eea93b2,f2bf70da-09d,3. Enter Shipping,2026-03-07 12:06:04,0.0,70c384e9,Facebook-Ads,Retargeting-Promo,2026-03-07 12:02:18,US-West,Desktop,Firefox
6b5744e7,7e0d143d-c5f,1. View Item,2026-03-20 17:50:27,0.0,08a28121,Facebook-Ads,Retargeting-Promo,2026-03-20 17:48:39,US-East,Tablet,Chrome
1b6acbc5,7e0d143d-c5f,2. Add to Cart,2026-03-20 17:51:17,0.0,08a28121,Facebook-Ads,Retargeting-Promo,2026-03-20 17:48:39,US-East,Tablet,Chrome
d43b088d,7e0d143d-c5f,3. Enter Shipping,2026-03-20 17:51:52,0.0,08a28121,Facebook-Ads,Retargeting-Promo,2026-03-20 17:48:39,US-East,Tablet,Chrome
542c1cd5,1b29bc07-20d,1. View Item,2026-03-28 16:29:57,0.0,6b65820f,Organic,BFCM-2026,2026-03-28 16:28:10,US-West,Desktop,Chrome
d053e29b,1b29bc07-20d,2. Add to Cart,2026-03-28 16:30:56,0.0,6b65820f,Organic,BFCM-2026,2026-03-28 16:28:10,US-West,Desktop,Chrome
308f56f5,1b29bc07-20d,3. Enter Shipping,2026-03-28 16:31:16,0.0,6b65820f,Organic,BFCM-2026,2026-03-28 16:28:10,US-West,Desktop,Chrome
c6d2607b,1b29bc07-20d,4. Enter Payment,2026-03-28 16:32:59,0.0,6b65820f,Organic,BFCM-2026,2026-03-28 16:28:10,US-West,Desktop,Chrome
d68c6461,1b29bc07-20d,5. Purchase Complete,2026-03-28 16:33:21,80.76,6b65820f,Organic,BFCM-2026,2026-03-28 16:28:10,US-West,Desktop,Chrome
df0fb958,b0fb7c53-e21,1. View Item,2026-03-16 08:01:06,0.0,8c77a42f,Facebook-Ads,Retargeting-Promo,2026-03-16 08:00:35,US-East,Desktop,Chrome
ae7c9d90,b0fb7c53-e21,2. Add to Cart,2026-03-16 08:01:58,0.0,8c77a42f,Facebook-Ads,Retargeting-Promo,2026-03-16 08:00:35,US-East,Desktop,Chrome
b823313d,b0fb7c53-e21,3. Enter Shipping,2026-03-16 08:03:29,0.0,8c77a42f,Facebook-Ads,Retargeting-Promo,2026-03-16 08:00:35,US-East,Desktop,Chrome
f83ac575,ba6b260c-0b2,1. View Item,2026-03-06 15:25:30,0.0,3d869824,Direct,BFCM-2026,2026-03-06 15:23:53,APAC-East,Mobile,Safari
552417b9,702960e4-e8f,1. View Item,2026-03-07 17:53:07,0.0,19238393,Direct,Spring-Sale,2026-03-07 17:51:39,US-East,Mobile,Safari
ce470dc6,e60f4c16-629,1. View Item,2026-03-19 05:43:28,0.0,b863445b,Organic,None,2026-03-19 05:42:49,US-West,Mobile,Safari
cdc3ad23,e60f4c16-629,2. Add to Cart,2026-03-19 05:45:01,0.0,b863445b,Organic,None,2026-03-19 05:42:49,US-West,Mobile,Safari
b25bbd06,01029024-e7d,1. View Item,2026-03-02 03:34:52,0.0,deeab54d,Google-Ads,None,2026-03-02 03:34:33,US-East,Desktop,Chrome
cddf91fc,01029024-e7d,2. Add to Cart,2026-03-02 03:36:05,0.0,deeab54d,Google-Ads,None,2026-03-02 03:34:33,US-East,Desktop,Chrome
d0a5c230,b7095c23-915,1. View Item,2026-03-30 10:28:59,0.0,a666e201,Google-Ads,None,2026-03-30 10:27:44,US-West,Desktop,Edge
0b22d134,b7095c23-915,2. Add to Cart,2026-03-30 10:30:50,0.0,a666e201,Google-Ads,None,2026-03-30 10:27:44,US-West,Desktop,Edge
0dccf9d0,b7095c23-915,3. Enter Shipping,2026-03-30 10:32:40,0.0,a666e201,Google-Ads,None,2026-03-30 10:27:44,US-West,Desktop,Edge
5b31bb3f,b7095c23-915,4. Enter Payment,2026-03-30 10:33:54,0.0,a666e201,Google-Ads,None,2026-03-30 10:27:44,US-West,Desktop,Edge
c14d02b0,b7095c23-915,5. Purchase Complete,2026-03-30 10:35:12,92.48,a666e201,Google-Ads,None,2026-03-30 10:27:44,US-West,Desktop,Edge
0e1c655d,008b03b7-0c6,1. View Item,2026-03-26 19:12:17,0.0,f8ae7378,Organic,Spring-Sale,2026-03-26 19:11:29,US-West,Mobile,Chrome
89661813,008b03b7-0c6,2. Add to Cart,2026-03-26 19:13:45,0.0,f8ae7378,Organic,Spring-Sale,2026-03-26 19:11:29,US-West,Mobile,Chrome
9ba62361,db99a212-01e,1. View Item,2026-03-05 16:28:03,0.0,4686f4d4,Direct,Retargeting-Promo,2026-03-05 16:27:28,US-East,Tablet,Edge
57fd43e6,953b80a5-47f,1. View Item,2026-03-13 13:11:57,0.0,116f5c44,Organic,None,2026-03-13 13:11:01,APAC-East,Mobile,Safari
413013e7,6a1279e6-59c,1. View Item,2026-03-30 17:49:56,0.0,6bdac5bc,Organic,Retargeting-Promo,2026-03-30 17:48:07,EU-West,Desktop,Chrome
47a82860,6a1279e6-59c,2. Add to Cart,2026-03-30 17:51:16,0.0,6bdac5bc,Organic,Retargeting-Promo,2026-03-30 17:48:07,EU-West,Desktop,Chrome
0925f0ce,6a1279e6-59c,3. Enter Shipping,2026-03-30 17:52:15,0.0,6bdac5bc,Organic,Retargeting-Promo,2026-03-30 17:48:07,EU-West,Desktop,Chrome
d70e7316,6a1279e6-59c,4. Enter Payment,2026-03-30 17:52:33,0.0,6bdac5bc,Organic,Retargeting-Promo,2026-03-30 17:48:07,EU-West,Desktop,Chrome
d084d4d6,6a1279e6-59c,5. Purchase Complete,2026-03-30 17:52:48,97.55,6bdac5bc,Organic,Retargeting-Promo,2026-03-30 17:48:07,EU-West,Desktop,Chrome
fe61f9ac,f0199749-cae,1. View Item,2026-03-10 00:32:33,0.0,7913d335,Google-Ads,None,2026-03-10 00:31:29,APAC-East,Tablet,Chrome
a78e5722,f0199749-cae,2. Add to Cart,2026-03-10 00:34:14,0.0,7913d335,Google-Ads,None,2026-03-10 00:31:29,APAC-East,Tablet,Chrome
a60992d3,af271b8e-4f0,1. View Item,2026-03-05 13:24:06,0.0,89ca2fb0,Organic,None,2026-03-05 13:22:26,EU-West,Desktop,Firefox
3b9a09cf,36a97cdd-1aa,1. View Item,2026-03-02 03:49:57,0.0,97eaa694,Direct,Spring-Sale,2026-03-02 03:48:47,US-West,Mobile,Safari
d341a318,36a97cdd-1aa,2. Add to Cart,2026-03-02 03:51:11,0.0,97eaa694,Direct,Spring-Sale,2026-03-02 03:48:47,US-West,Mobile,Safari
52782eaa,5382d88d-b12,1. View Item,2026-03-01 15:25:52,0.0,6e191dba,Google-Ads,None,2026-03-01 15:24:23,APAC-East,Desktop,Chrome
fbca0ee7,5382d88d-b12,2. Add to Cart,2026-03-01 15:27:42,0.0,6e191dba,Google-Ads,None,2026-03-01 15:24:23,APAC-East,Desktop,Chrome
615a0929,5382d88d-b12,3. Enter Shipping,2026-03-01 15:29:29,0.0,6e191dba,Google-Ads,None,2026-03-01 15:24:23,APAC-East,Desktop,Chrome
bba23798,5382d88d-b12,4. Enter Payment,2026-03-01 15:30:48,0.0,6e191dba,Google-Ads,None,2026-03-01 15:24:23,APAC-East,Desktop,Chrome
74ea637b,5382d88d-b12,5. Purchase Complete,2026-03-01 15:31:49,92.13,6e191dba,Google-Ads,None,2026-03-01 15:24:23,APAC-East,Desktop,Chrome
8817c760,3dc3ba26-217,1. View Item,2026-03-15 21:09:37,0.0,7a11ffa4,Google-Ads,None,2026-03-15 21:08:51,US-East,Desktop,Firefox
c3803392,3dc3ba26-217,2. Add to Cart,2026-03-15 21:11:25,0.0,7a11ffa4,Google-Ads,None,2026-03-15 21:08:51,US-East,Desktop,Firefox
9e623806,3dc3ba26-217,3. Enter Shipping,2026-03-15 21:12:40,0.0,7a11ffa4,Google-Ads,None,2026-03-15 21:08:51,US-East,Desktop,Firefox
808f167c,3dc3ba26-217,4. Enter Payment,2026-03-15 21:13:55,0.0,7a11ffa4,Google-Ads,None,2026-03-15 21:08:51,US-East,Desktop,Firefox
83a81933,3dc3ba26-217,5. Purchase Complete,2026-03-15 21:15:25,77.75,7a11ffa4,Google-Ads,None,2026-03-15 21:08:51,US-East,Desktop,Firefox
3da78ae3,767d5f18-11c,1. View Item,2026-03-12 00:23:03,0.0,e97fb883,Google-Ads,None,2026-03-12 00:22:39,US-East,Mobile,Safari
88e53b4e,959ddca3-498,1. View Item,2026-03-21 14:33:58,0.0,d5a36bea,Organic,None,2026-03-21 14:32:07,US-East,Mobile,Chrome
32f2429a,959ddca3-498,2. Add to Cart,2026-03-21 14:34:14,0.0,d5a36bea,Organic,None,2026-03-21 14:32:07,US-East,Mobile,Chrome
712030eb,959ddca3-498,3. Enter Shipping,2026-03-21 14:35:10,0.0,d5a36bea,Organic,None,2026-03-21 14:32:07,US-East,Mobile,Chrome
fc791b74,959ddca3-498,4. Enter Payment,2026-03-21 14:36:32,0.0,d5a36bea,Organic,None,2026-03-21 14:32:07,US-East,Mobile,Chrome
94a9c5be,959ddca3-498,5. Purchase Complete,2026-03-21 14:38:16,108.53,d5a36bea,Organic,None,2026-03-21 14:32:07,US-East,Mobile,Chrome
0c99b49a,45e87b3c-a0a,1. View Item,2026-03-22 13:57:13,0.0,8e8d9a42,Facebook-Ads,Retargeting-Promo,2026-03-22 13:56:53,US-East,Desktop,Edge
